5,113
6,510
7,1469
8,2917
9,5215
10,8132
11,12008
12,16516
13,21749
14,27188
15,32947
16,38328
17,44175
18,47791
19,52253
20,54311
21,55651
22,55502
23,54456
24,52611
25,49802
26,46542
27,42704
28,38726
29,34986
30,30971
31,26896
32,23634
33,20404
34,17113
35,14754
36,12391
37,10225
38,8627
39,7126
40,5852
41,4877
42,3933
43,3191
44,2689
45,2148
46,1765
47,1445
48,1129
49,855
50,701
51,575
52,423
53,350
54,276
55,237
56,189
57,107
58,114
59,77
60,66
61,52
62,49
63,31
64,22
65,26
66,13
67,17
68,10
69,11
70,2
71,5
72,5
73,2
74,2
75,3
76,2
77,1
78,2
80,1
81,1
85,1
